userId,movieId,title,rating
10,1499,Teenage Mutant Ninja Turtles III,3.0
10,1690,Hostel,3.0
10,1887,Marie Antoinette,2.0
10,1923,Twin Peaks: Fire Walk with Me,5.0
10,2108,The Breakfast Club,3.0
10,2539,Spanglish,4.0
10,2841,A Very Long Engagement,4.0
10,2907,The Addams Family,2.0
11,169,Predator 2,3.0
11,296,Terminator 3: Rise of the Machines,5.0
11,778,Monsieur  Hulot's Holiday,4.5
11,923,Dawn of the Dead,5.0
11,1408,Cutthroat Island,5.0
12,608,Men in Black II,2.0
12,673,Harry Potter and the Prisoner of Azkaban,1.0
12,1374,Rocky IV,1.0
12,1639,Speed 2: Cruise Control,2.0
12,2259,The House of the Spirits,2.0
12,2668,Sleepy Hollow,2.0
12,3176,Battle Royale,3.0
12,3179,Beavis and Butt-Head Do America,2.0
12,3780,Red Beard,2.0
13,110,Three Colors: Red,4.0
13,277,Underworld,4.0
13,296,Terminator 3: Rise of the Machines,3.5
13,318,The Million Dollar Hotel,4.5
13,480,Monsoon Wedding,3.0
13,524,Casino,3.5
13,527,Once Were Warriors,4.0
13,531,The Wrong Trousers,4.0
13,587,Big Fish,3.0
13,590,The Hours,4.0
13,914,The Great Dictator,4.0
13,919,Blood: The Last Vampire,3.5
13,1265,Bridge to Terabithia,2.5
13,2355,Reign Over Me,4.0
13,3396,The Yes Men,3.5
13,4886,And Then There Were None,3.5
14,594,The Terminal,1.0
14,2038,Iron Eagle III,3.0
14,2355,Reign Over Me,2.0
14,3175,Barry Lyndon,5.0
15,2,Ariel,2.0
15,5,Four Rooms,4.5
15,11,Star Wars,2.5
15,14,American Beauty,2.5
15,16,Dancer in the Dark,3.5
15,19,Metropolis,1.0
15,21,The Endless Summer,4.5
15,22,Pirates of the Caribbean: The Curse of the Black Pearl,2.5
15,25,Jarhead,3.0
15,70,Million Dollar Baby,0.5
15,82,Miami Vice,5.0
15,95,Armageddon,1.5
15,101,Leon: The Professional,4.0
15,104,Run Lola Run,1.0
15,110,Three Colors: Red,3.0
15,123,The Lord of the Rings,4.0
15,145,Breaking the Waves,3.5
15,149,Akira,5.0
15,150,48 Hrs.,3.0
15,157,Star Trek III: The Search for Spock,2.0
15,161,Ocean's Eleven,3.0
15,162,Edward Scissorhands,4.0
15,163,Ocean's Twelve,2.0
15,164,Breakfast at Tiffany's,4.0
15,165,Back to the Future Part II,3.0
15,170,28 Days Later,2.5
15,172,Star Trek V: The Final Frontier,1.0
15,175,The Big Blue,4.0
15,176,Saw,4.0
15,180,Minority Report,3.0
15,185,A Clockwork Orange,2.0
15,196,Back to the Future Part III,2.0
15,198,To Be or Not to Be,1.5
15,214,Saw III,2.0
15,215,Saw II,4.5
15,216,Ali: Fear Eats the Soul,1.0
15,223,Rebecca,4.0
15,231,Syriana,3.5
15,233,The Wanderers,4.0
15,235,Stand by Me,4.0
15,246,Zatoichi,5.0
15,252,Willy Wonka & the Chocolate Factory,2.0
15,253,Live and Let Die,2.0
15,288,High Noon,2.0
15,293,A River Runs Through It,5.0
15,307,"Rome, Open City",4.0
15,308,Broken Flowers,4.0
15,318,The Million Dollar Hotel,2.0
15,329,Jurassic Park,1.5
15,335,Once Upon a Time in the West,2.0
15,339,Night on Earth,2.5
15,342,Summer Storm,3.0
15,364,Batman Returns,4.0
15,377,A Nightmare on Elm Street,4.0
15,380,Rain Man,4.0
15,435,The Day After Tomorrow,1.0
15,440,Aliens vs Predator: Requiem,2.5
15,441,Human Nature,4.0
15,454,Romeo + Juliet,3.0
15,466,Klute,2.5
15,480,Monsoon Wedding,3.0
15,483,Wild at Heart,1.0
15,500,Reservoir Dogs,3.0
15,509,Notting Hill,2.0
15,527,Once Were Warriors,4.0
15,535,Flashdance,3.0
15,539,Psycho,2.0
15,541,The Man with the Golden Arm,5.0
15,543,Blackmail,3.0
15,549,Basquiat,5.0
15,551,The Poseidon Adventure,2.0
15,562,Die Hard,3.0
15,574,The Man Who Knew Too Much,3.0
15,586,Wag the Dog,2.0
15,587,Big Fish,1.0
15,588,Silent Hill,0.5
15,590,The Hours,3.0
15,592,The Conversation,4.0
15,593,Solaris,5.0
15,594,The Terminal,2.5
15,608,Men in Black II,5.0
15,647,Final Fantasy VII: Advent Children,1.5
15,648,Beauty and the Beast,4.0
15,663,Saw IV,2.0
15,665,Ben-Hur,3.0
15,674,Harry Potter and the Goblet of Fire,3.0
15,680,Pulp Fiction,2.0
15,745,The Sixth Sense,3.0
15,778,Monsieur  Hulot's Holiday,4.0
15,780,The Passion of Joan of Arc,2.5
15,784,Kolya,2.5
15,786,Almost Famous,0.5
15,788,Mrs. Doubtfire,1.5
15,802,Lolita,1.0
15,803,Night and Fog,4.5
15,804,Roman Holiday,3.5
15,832,M,1.0
15,851,Brief Encounter,4.0
15,858,Sleepless in Seattle,5.0
15,866,Finding Neverland,4.0
15,910,The Big Sleep,2.5
15,911,The Bank Dick,4.0
15,913,The Thomas Crown Affair,4.0
15,914,The Great Dictator,1.5
15,916,Bullitt,1.0
15,919,Blood: The Last Vampire,3.0
15,920,Cars,3.5
15,922,Dead Man,1.0
15,923,Dawn of the Dead,5.0
15,924,Dawn of the Dead,5.0
15,926,Galaxy Quest,3.0
15,931,Don't Look Now,1.0
15,994,Straw Dogs,4.0
15,1059,The Hidden Fortress,1.5
15,1073,Arlington Road,3.0
15,1088,Whale Rider,2.0
15,1089,Point Break,4.0
15,1213,The Talented Mr. Ripley,3.0
15,1246,Rocky Balboa,1.0
15,1247,The Good Shepherd,5.0
15,1248,Hannibal Rising,3.0
15,1249,Hollywoodland,3.0
15,1250,Ghost Rider,4.0
15,1251,Letters from Iwo Jima,3.0
15,1259,Notes on a Scandal,3.0
15,1262,Stranger Than Fiction,1.5
15,1265,Bridge to Terabithia,4.0
15,1267,Meet the Robinsons,5.0
15,1272,Sunshine,3.5
15,1280,3-Iron,3.0
15,1370,Rambo III,3.0
15,1387,Superstar: The Karen Carpenter Story,4.0
15,1391,Y Tu Mamá También,0.5
15,1394,Nostalgia,4.0
15,1396,Mirror,4.0
15,1407,La Vie en Rose,5.0
15,1544,Imagine Me & You,1.0
15,1552,Parenthood,1.5
15,1562,28 Weeks Later,1.5
15,1580,Rope,4.0
15,1584,School of Rock,4.0
15,1597,Meet the Parents,2.0
15,1610,Fever Pitch,3.0
15,1635,The Island,4.0
15,1639,Speed 2: Cruise Control,4.0
15,1645,A Time to Kill,3.0
15,1680,King Kong vs. Godzilla,3.0
15,1682,Mothra vs. Godzilla,2.0
15,1689,Little Buddha,4.5
15,1690,Hostel,1.0
15,1729,The Forbidden Kingdom,1.0
15,1735,The Mummy: Tomb of the Dragon Emperor,0.5
15,1777,Fahrenheit 9/11,2.0
15,1779,Roger & Me,1.0
15,1792,Stuck on You,3.0
15,1807,Elephant,1.5
15,1816,A Chorus Line,2.5
15,1836,In My Skin,2.0
15,1859,Ninotchka,5.0
15,1882,The Men,1.5
15,1895,Star Wars: Episode III - Revenge of the Sith,2.5
15,1904,Memoirs of a Geisha,3.5
15,1909,Don Juan DeMarco,2.0
15,1921,Sweet November,4.0
15,1945,Nell,4.0
15,1954,The Butterfly Effect,3.0
15,1955,The Elephant Man,4.5
15,1968,Fools Rush In,4.0
15,1997,Two Brothers,5.0
15,2000,Aguirre: The Wrath of God,3.0
15,2006,"Bell, Book and Candle",4.0
15,2011,Persepolis,3.0
15,2018,The Wedding Planner,2.0
15,2019,Hard Target,4.5
15,2020,The Bachelor,2.5
15,2028,Say Anything...,3.0
15,2058,Addicted to Love,2.5
15,2100,The Last Castle,2.0
15,2105,American Pie,4.0
15,2133,The Perfect Storm,3.5
15,2140,Kiss of the Dragon,3.0
15,2160,Voyage to the Bottom of the Sea,3.0
15,2161,Fantastic Voyage,3.0
15,2268,The Golden Compass,1.0
15,2269,Day Watch,2.5
15,2288,Closer,3.0
15,2289,Cold Mountain,4.0
15,2294,Jay and Silent Bob Strike Back,2.0
15,2355,Reign Over Me,2.0
15,2357,10 Items or Less,3.0
15,2360,Saving Grace,2.0
15,2428,The Greatest Story Ever Told,1.0
15,2501,The Bourne Identity,3.0
15,2539,Spanglish,2.5
15,2575,The Tailor of Panama,3.0
15,2617,The Great Outdoors,1.0
15,2640,Heathers,4.0
15,2657,Pleasantville,2.0
15,2671,Ringu,4.0
15,2759,"The Adventures of Priscilla, Queen of the Desert",1.0
15,2769,An American in Paris,2.0
15,2770,American Pie 2,4.0
15,2841,A Very Long Engagement,2.0
15,2925,The First Wives Club,4.0
15,2976,Hairspray,2.0
15,2990,Pacific Heights,3.5
15,3077,Son of Frankenstein,3.0
15,3082,Modern Times,3.0
15,3083,Mr. Smith Goes to Washington,5.0
15,3089,Red River,3.0
15,3107,Destroy All Monsters,3.0
15,3114,The Searchers,1.0
15,3134,Baise-moi,1.0
15,3175,Barry Lyndon,4.0
15,3489,88 Minutes,2.0
15,3512,Under Siege 2: Dark Territory,3.0
15,3536,U-571,4.0
15,3543,Bagdad Cafe,2.0
15,3577,The Tunnel,3.5
15,3598,Lost Horizon,3.0
15,3635,Girl with a Pearl Earring,3.5
15,3638,No Reservations,3.5
15,3683,Flags of Our Fathers,4.0
15,3763,Onibaba,2.0
15,3981,What Women Want,1.0
15,3989,Team America: World Police,3.0
15,4226,Shriek If You Know What I Did Last Friday the Thirteenth,5.0
15,4247,Scary Movie,1.0
15,4380,Shall We Dance?,2.0
15,4638,Hot Fuzz,1.0
15,4723,Southland Tales,3.5
15,4816,Ghost Dog: The Way of the Samurai,3.0
15,4958,The Legend of Bagger Vance,1.0
15,4973,Under the Sand,2.0
15,4974,Five Times Two,2.0
15,4975,Love Is the Devil: Study for a Portrait of Francis Bacon,1.0
15,4995,Boogie Nights,1.0
15,5279,Gosford Park,0.5
15,5528,The Chorus,1.0
15,5618,"Cousin, Cousine",1.5
15,5816,Waiter,1.0
15,5902,A Bridge Too Far,4.0
15,5968,The Woman in Red,3.0
15,6003,Romeo and Juliet,1.5
15,6016,The Good Thief,2.0
15,6037,Murder by Death,3.0
15,6283,MouseHunt,1.0
15,6537,The Orphanage,2.5
15,6552,Idle Hands,1.5
15,6593,Godzilla vs. Mechagodzilla II,1.0
15,6620,Sabrina,1.5
15,6936,Ben X,1.0
15,6947,The Village,1.0
15,6957,The 40 Year Old Virgin,4.0
15,6961,The Wedding Date,2.5
15,6978,Big Trouble in Little China,2.5
15,7090,Ken Park,3.0
15,7451,xXx,3.5
15,7484,Open Season,4.0
15,8011,Highlander: The Final Dimension,2.0
15,8645,The Happening,2.0
15,8665,K-19: The Widowmaker,3.5
15,8874,My Best Friend's Wedding,2.5
15,8914,Deep Blue Sea,4.5
15,8961,Bad Boys II,2.0
15,8970,The Out-of-Towners,2.0
15,8974,The War of the Worlds,2.5
15,8984,Disclosure,2.0
15,30707,Star 80,1.5
15,31685,The Hunchback of Notre Dame,0.5
15,48385,Indestructible Man,4.0
15,51540,Horrible Bosses,5.0
15,85414,Brake,4.0
15,89492,This Is 40,5.0
15,90603,Beauty Is Embarrassing,2.5
16,318,The Million Dollar Hotel,4.0
16,337,Monsieur Ibrahim,4.0
16,527,Once Were Warriors,4.0
16,1653,The Motorcycle Diaries,5.0
16,1961,My Name Is Bruce,3.5
16,2539,Spanglish,4.0
16,4995,Boogie Nights,4.5
16,6016,The Good Thief,4.0
17,6,Judgment Night,4.5
17,25,Jarhead,4.5
17,170,28 Days Later,4.0
17,172,Star Trek V: The Final Frontier,3.5
17,185,A Clockwork Orange,3.0
17,194,Amélie,4.0
17,198,To Be or Not to Be,5.0
17,223,Rebecca,2.5
17,235,Stand by Me,5.0
17,260,The 39 Steps,3.5
17,293,A River Runs Through It,4.0
17,296,Terminator 3: Rise of the Machines,5.0
17,307,"Rome, Open City",3.5
17,348,Alien,3.5
17,377,A Nightmare on Elm Street,0.5
17,431,Cube,4.5
17,482,Shaft,0.5
17,492,Being John Malkovich,5.0
17,527,Once Were Warriors,4.0
17,541,The Man with the Golden Arm,5.0
17,590,The Hours,3.0
17,608,Men in Black II,3.5
17,680,Pulp Fiction,4.5
17,714,Tomorrow Never Dies,4.5
17,858,Sleepless in Seattle,5.0
17,903,Cool Hand Luke,5.0
17,910,The Big Sleep,3.5
17,913,The Thomas Crown Affair,5.0
17,922,Dead Man,5.0
17,923,Dawn of the Dead,4.5
17,924,Dawn of the Dead,4.5
17,928,Gremlins 2: The New Batch,4.5
17,931,Don't Look Now,4.5
17,942,Lethal Weapon 2,3.5
17,965,The Magnificent Ambersons,3.5
17,1089,Point Break,5.0
17,1092,The Third Man,4.0
17,1213,The Talented Mr. Ripley,5.0
17,1245,The Remains of the Day,4.0
17,1246,Rocky Balboa,5.0
17,1248,Hannibal Rising,5.0
17,1249,Hollywoodland,2.5
17,1255,The Host,2.0
17,1265,Bridge to Terabithia,4.5
17,1267,Meet the Robinsons,5.0
17,1396,Mirror,3.0
17,1411,The Rapture,5.0
17,1580,Rope,2.5
17,1627,The Wild Child,4.0
17,1653,The Motorcycle Diaries,5.0
17,1729,The Forbidden Kingdom,2.5
17,1809,The Rules of Attraction,3.0
17,1834,"Murder, My Sweet",4.5
17,1923,Twin Peaks: Fire Walk with Me,3.0
17,2011,Persepolis,4.0
17,2021,Jack & Sarah,3.5
17,2023,Hidalgo,4.0
17,2028,Say Anything...,3.5
17,2067,Mission to Mars,4.5
17,2117,Sophie Scholl: The Final Days,4.5
17,2118,L.A. Confidential,4.0
17,2160,Voyage to the Bottom of the Sea,4.5
17,2204,Alice in the Cities,4.5
17,2657,Pleasantville,3.0
17,2892,Angel Baby,3.5
17,2959,License to Wed,5.0
17,3134,Baise-moi,5.0
17,3598,Lost Horizon,4.0
17,4226,Shriek If You Know What I Did Last Friday the Thirteenth,5.0
17,4437,2010,5.0
17,4552,A Tale of Two Sisters,4.0
17,4886,And Then There Were None,3.5
17,4973,Under the Sand,4.5
17,4975,Love Is the Devil: Study for a Portrait of Francis Bacon,4.0
17,4995,Boogie Nights,3.0
17,5072,Severance,2.5
17,5137,Sky Captain and the World of Tomorrow,4.5
17,6016,The Good Thief,5.0
17,6538,Charlie Wilson's War,4.0
17,6643,The Unforgiven,4.5
17,7090,Ken Park,4.0
17,8195,Ronin,3.0
17,8665,K-19: The Widowmaker,3.5
17,8874,My Best Friend's Wedding,3.5
17,8914,Deep Blue Sea,4.5
18,5,Four Rooms,3.0
18,6,Judgment Night,4.0
18,14,American Beauty,2.0
18,18,The Fifth Element,3.0
18,25,Jarhead,5.0
18,62,2001: A Space Odyssey,4.0
18,74,War of the Worlds,2.0
18,76,Before Sunrise,3.0
18,79,Hero,2.0
18,85,Raiders of the Lost Ark,4.0
18,86,The Elementary Particles,4.0
18,95,Armageddon,3.0
18,100,"Lock, Stock and Two Smoking Barrels",4.0
18,140,Bad Education,3.0
18,141,Donnie Darko,4.0
18,608,Men in Black II,4.0
18,628,Interview with the Vampire,4.0
18,648,Beauty and the Beast,3.0
18,707,A View to a Kill,3.0
18,762,Monty Python and the Holy Grail,1.0
18,765,Evil Dead II,2.0
18,786,Almost Famous,4.0
18,788,Mrs. Doubtfire,3.0
18,802,Lolita,4.0
18,805,Rosemary's Baby,4.0
18,818,Austin Powers in Goldmember,3.0
18,832,M,3.0
18,849,Krull,4.0
18,880,Antonia's Line,1.0
19,2,Ariel,3.0
19,6,Judgment Night,3.0
19,11,Star Wars,3.0
19,16,Dancer in the Dark,5.0
19,21,The Endless Summer,3.0
19,22,Pirates of the Caribbean: The Curse of the Black Pearl,3.0
19,58,Pirates of the Caribbean: Dead Man's Chest,3.0
19,63,Twelve Monkeys,3.0
19,70,Million Dollar Baby,4.0
19,74,War of the Worlds,3.0
19,97,Tron,4.0
19,105,Back to the Future,3.0
19,110,Three Colors: Red,3.0
19,111,Scarface,5.0
19,112,Italian for Beginners,3.0
19,122,The Lord of the Rings: The Return of the King,3.0
19,141,Donnie Darko,3.0
19,145,Breaking the Waves,4.0
19,150,48 Hrs.,3.0
19,154,Star Trek II: The Wrath of Khan,4.0
19,162,Edward Scissorhands,5.0
19,172,Star Trek V: The Final Frontier,1.0
19,176,Saw,4.0
19,177,The Fisher King,2.0
19,179,The Interpreter,2.0
19,180,Minority Report,3.0
19,194,Amélie,4.0
19,198,To Be or Not to Be,3.0
19,215,Saw II,3.0
19,223,Rebecca,4.0
19,229,Bride of Frankenstein,4.0
19,235,Stand by Me,3.0
19,246,Zatoichi,4.0
19,247,The Killing,4.0
19,249,The War of the Roses,3.0
19,260,The 39 Steps,4.0
19,261,Cat on a Hot Tin Roof,4.0
19,262,The King of Comedy,5.0
19,266,Contempt,1.0
19,276,The Edukators,1.0
19,288,High Noon,5.0
19,292,Dave Chappelle's Block Party,4.0
19,300,The Science of Sleep,3.0
19,306,Beverly Hills Cop III,5.0
19,307,"Rome, Open City",5.0
19,308,Broken Flowers,5.0
19,316,Grill Point,3.0
19,318,The Million Dollar Hotel,4.0
19,326,Snakes on a Plane,5.0
19,329,Jurassic Park,3.0
19,332,Inspector Gadget,3.0
19,334,Magnolia,4.0
19,337,Monsieur Ibrahim,3.0
19,339,Night on Earth,4.0
19,340,Everything is Illuminated,3.0
19,345,Eyes Wide Shut,3.0
19,379,Miller's Crossing,3.0
19,380,Rain Man,3.0
19,383,Mala Noche,3.0
19,423,The Pianist,3.0
19,440,Aliens vs Predator: Requiem,3.0
19,441,Human Nature,3.0
19,445,Caché,3.0
19,451,Leaving Las Vegas,3.0
19,454,Romeo + Juliet,3.0
19,464,As It Is in Heaven,4.0
19,468,My Own Private Idaho,4.0
19,475,Bonnie and Clyde,3.0
19,479,Shaft,2.0
19,480,Monsoon Wedding,4.0
19,482,Shaft,2.0
19,500,Reservoir Dogs,3.0
19,501,Grizzly Man,5.0
19,504,Monster,3.0
19,507,Killing Zoe,3.0
19,508,Love Actually,3.0
19,513,Fire,1.0
19,522,Ed Wood,3.0
19,527,Once Were Warriors,4.0
19,531,The Wrong Trousers,5.0
19,535,Flashdance,4.0
19,541,The Man with the Golden Arm,4.0
19,547,The Horse Whisperer,4.0
19,550,Fight Club,3.0
19,580,Jaws: The Revenge,1.0
19,586,Wag the Dog,3.0
19,588,Silent Hill,3.0
19,590,The Hours,3.0
19,593,Solaris,3.0
19,594,The Terminal,4.0
19,595,To Kill a Mockingbird,5.0
19,596,The Grapes of Wrath,5.0
19,597,Titanic,3.0
19,599,Sunset Boulevard,4.0
19,608,Men in Black II,5.0
19,628,Interview with the Vampire,3.0
19,648,Beauty and the Beast,3.0
19,661,The Marriage of Maria Braun,4.0
19,662,La Jetée,3.0
19,663,Saw IV,4.0
19,674,Harry Potter and the Goblet of Fire,4.0
19,703,Annie Hall,3.0
19,780,The Passion of Joan of Arc,3.0
19,786,Almost Famous,3.0
19,788,Mrs. Doubtfire,3.0
